,Text,Date,Sentiment,Tok_text
205,European banks operating in India seek 2-year breather for ESMA deadline,2023-02-12 00:00:00,0,european banks operating india seek year breather esma deadline
206,Domestic market ownership rises for 5th quarter in a row to 24.44% in Dec,2023-02-12 00:00:00,1,domestic market ownership rises th quarter row dec
207,"Six of top-10 firms lose Rs 49,231 crore in m-cap; HUL biggest laggard",2023-02-12 00:00:00,-1,firms lose rs crore cap hul biggest laggard
208,"Macro data, global cues to guide markets this week, say analysts",2023-02-12 00:00:00,0,macro data global cues guide markets week analysts
209,"Sebi proposes to enhance role, accountability of mutual fund trustees",2023-02-11 00:00:00,0,sebi proposes enhance role accountability mutual fund trustees
210,Adani Group firms pledge shares for lenders of AEL: SBICAP Trustee,2023-02-11 00:00:00,1,adani group firms pledge shares lenders ael sbicap trustee
211,Tight liquidity makes Adani Group dollar bonds a tough buy or sell,2023-02-11 00:00:00,-1,tight liquidity makes adani group dollar bonds tough buy sell
212,"Sebi issues consultation paper on role, obligations of mutual fund trustees",2023-02-10 00:00:00,0,sebi issues consultation paper role obligations mutual fund trustees
213,Sebi proposes changes in norms pertaining to non-convertible securities,2023-02-10 00:00:00,0,sebi proposes changes norms pertaining non convertible securities
214,Indore civic body green bond subscribed 5.4 times on the first day,2023-02-10 00:00:00,1,indore civic body green bond subscribed times day
215,Sensex snaps 2-day winning run amid weak global cues; metal stocks weigh,2023-02-10 00:00:00,1,sensex snaps day winning run amid weak global cues metal stocks weigh
216,"Awaiting Sebi response, says NSE chief Ashishkumar Chauhan on IPO",2023-02-10 00:00:00,0,awaiting sebi response says nse chief ashishkumar chauhan ipo
217,"NSE removes Adani Ports, Ambuja Cements from surveillance framework",2023-02-10 00:00:00,1,nse removes adani ports ambuja cements surveillance framework
218,"Mumbai, B'luru among best performing APAC residential markets: Knight Frank",2023-02-10 00:00:00,1,mumbai luru best performing apac residential markets knight frank
219,Indian stock markets to continue underperforming EM peers: Morgan Stanley,2023-02-10 00:00:00,-1,indian stock markets continue underperforming em peers morgan stanley
220,Sebi probing Adani's links with investors in aborted $2.5 billion FPO,2023-02-10 00:00:00,-1,sebi probing adani links investors aborted billion fpo
221,"MSCI cuts HCL Tech's weightage; stock trades as top loser on Sensex, Nifty",2023-02-10 00:00:00,-1,msci cuts hcl tech weightage stock trades loser sensex nifty
222,"HG Infra hits 52-week high, rallies 13% in two days post Q3 results",2023-02-10 00:00:00,1,hg infra hits week high rallies days post results
223,"M&M Finance, Blue Star: Trading strategies for 5 highly overbought stocks",2023-02-10 00:00:00,1,m finance blue star trading strategies highly overbought stocks
224,Stock of this Murugappa Group company has zoomed over 100% in 9 months,2023-02-10 00:00:00,1,stock murugappa group company zoomed months
225,Zomato dips 7% on profit booking as loss widens to Rs 347 crore in Q3,2023-02-10 00:00:00,-1,zomato dips profit booking loss widens rs crore 
226,Paytm slips 9% intra-day as nearly 5% equity changes hands on NSE,2023-02-10 00:00:00,-1,paytm slips intra day nearly equity changes hands nse
227,"Adani Green, Adani Transmission, Adani Total Gas hit 52-week lows",2023-02-10 00:00:00,-1,adani green adani transmission adani total gas hit week lows
228,Sustainalytics downgrades three Adani companies' governance scores,2023-02-10 00:00:00,-1,sustainalytics downgrades adani companies governance scores
229,Index provider MSCI cuts 4 Adani group securities free-float designations,2023-02-10 00:00:00,-1,index provider msci cuts adani group securities free float designations
230,Hindenburg's accusations against Adani Group put money-laundering in focus,2023-02-10 00:00:00,-1,hindenburg accusations adani group money laundering focus
231,"Stocks to Watch: LIC, Zomato, Adani group, Varun Beverages, Voltas, M&M",2023-02-10 00:00:00,1,stocks watch lic zomato adani group varun beverages voltas m
232,"Sensex dips 124 pts, smallcaps shine; Paytm cracks 9%, Tata Motors up 2%",2023-02-10 00:00:00,-1,sensex dips pts smallcaps shine paytm cracks tata motors 
233,Stocks of Adani Group remain in MSCI indices after quarterly review,2023-02-10 00:00:00,0,stocks adani group remain msci indices quarterly review
234,Trent's outperformance likely to continue on strong topline momentum,2023-02-09 00:00:00,0,trent outperformance likely continue strong topline momentum
235,"Sebi to MF trustees: Do not rely on assurances, evaluate independently",2023-02-09 00:00:00,0,sebi mf trustees rely assurances evaluate independently
236,"CDSL demat tally tops 80 million, overall count crosses 111 million",2023-02-09 00:00:00,1,cdsl demat tally tops million overall count crosses million
237,Trade leaders demand to constitute digital payment regulation board,2023-02-09 00:00:00,0,trade leaders demand constitute digital payment regulation board
238,"Page Industries slips 4%, hits 52-week low on disappointing Q3 results",2023-02-09 00:00:00,-1,page industries slips hits week low disappointing results
239,"Equity funds log inflow of Rs 12,500 cr in Jan, small-caps top share",2023-02-09 00:00:00,1,equity funds log inflow rs cr jan small caps share
240,"M&M's Q3 revenues may rise up to 42% YoY, fall in RM prices to aid margins",2023-02-09 00:00:00,1,m s revenues rise yoy fall rm prices aid margins
241,"Hatchery stocks in focus: SKM Egg, Venky's, Simran Farms rally up to 10%",2023-02-09 00:00:00,1,hatchery stocks focus skm egg venky simran farms rally 
242,Reserve Bank widening bond lending may shield bears from short squeezes,2023-02-09 00:00:00,1,reserve bank widening bond lending shield bears short squeezes
243,"Grasim, UltraTech: Cement stocks eye up to 10% upside on GST review",2023-02-09 00:00:00,1,grasim ultratech cement stocks eye upside gst review
244,Adani Wilmar bucks weak trend in group companies; surges 5% post Q3 results,2023-02-09 00:00:00,1,adani wilmar bucks weak trend group companies surges post results
245,Trent gains 7% on healthy revenue growth in December quarter,2023-02-09 00:00:00,1,trent gains healthy revenue growth december quarter
246,"Cummins India surges 10%, hits record high on robust Q3 results",2023-02-09 00:00:00,1,cummins india surges hits record high robust results
247,"Customs duty cut, I-T slab rejig to boost consumer durable stocks: Analysts",2023-02-09 00:00:00,1,customs duty cut t slab rejig boost consumer durable stocks analysts
248,Adani group stocks under pressure as MSCI to review free float status,2023-02-09 00:00:00,-1,adani group stocks pressure msci review free float status
249,"Sensex rises 142 pts in fag-end, Nifty near 17,900; broader indices fall",2023-02-09 00:00:00,1,sensex rises pts fag end nifty near broader indices fall
250,"Stocks to Watch: Adani group stocks, LIC, Reliance, L&T, Equitas SFB, Trent",2023-02-09 00:00:00,1,stocks watch adani group stocks lic reliance t equitas sfb trent
251,Sebi proposes bondholders' nod for related party transactions for companies,2023-02-09 00:00:00,0,sebi proposes bondholders nod related party transactions companies
252,Markets gain on dovish comments by US Fed chairman; Sensex rise 378 points,2023-02-08 00:00:00,1,markets gain dovish comments fed chairman sensex rise points
253,"NSE Q3 net profit rises 55% to Rs 1,826 cr; revenue up 35% to Rs 3,263 cr",2023-02-08 00:00:00,1,nse net profit rises rs cr revenue rs cr
254,"AEL adds another 20%, 7 Adani stocks up as group boosts investor confidence",2023-02-08 00:00:00,1,ael adds adani stocks group boosts investor confidence
255,Aditya Birla Group announces entry into premium casual dining space,2023-02-08 00:00:00,1,aditya birla group announces entry premium casual dining space
256,Sebi allows 39 entities to use e-KYC Aadhaar authentication services in mkt,2023-02-08 00:00:00,1,sebi allows entities use kyc aadhaar authentication services mkt
257,"As volume challenges persist, Hero MotoCorp eyes recovery across segments",2023-02-08 00:00:00,1,volume challenges persist hero motocorp eyes recovery segments
258,Sebi amends rules governing mode of payment by market intermediaries,2023-02-08 00:00:00,0,sebi amends rules governing mode payment market intermediaries
259,Domestic shareholding NSE-listed firms hit fresh record high of 24.44%,2023-02-08 00:00:00,1,domestic shareholding nse listed firms hit fresh record high 
260,Sebi considering easing of RPT norms for high-value debt listed entities,2023-02-08 00:00:00,1,sebi considering easing rpt norms high value debt listed entities
261,"New-age stocks in focus; Paytm, Policybazaar, Zomato, Nykaa gain up to 10%",2023-02-08 00:00:00,1,new age stocks focus paytm policybazaar zomato nykaa gain 
262,"Macquarie double upgrades Paytm to 'outperform', ups target price by 80%",2023-02-08 00:00:00,1,macquarie double upgrades paytm outperform ups target price 
263,One client will not affect Indian banking system: RBI Guv on Adani row,2023-02-08 00:00:00,0,client affect indian banking system rbi guv adani row
264,"Wonderla Holidays surges 13%, nears 52-week high on strong Q3 results",2023-02-08 00:00:00,1,wonderla holidays surges nears week high strong results
265,Repo Rate Hike: Banking stocks may see sell-off if index stays under 42K,2023-02-08 00:00:00,1,repo rate hike banking stocks sell index stays k
266,This Adani group stock has bounced back over 100% in three days,2023-02-08 00:00:00,1,adani group stock bounced days
267,Bharti Airtel slips 3% despite over 91% YoY surge in December net,2023-02-08 00:00:00,-1,bharti airtel slips despite yoy surge december net
268,Here's why Macquarie has double upgraded Paytm's stock to 'Outperform',2023-02-08 00:00:00,1,macquarie double upgraded paytm stock outperform 
269,Rate sensitives' display mixed trend after RBI hikes repo rate by 25 bps,2023-02-08 00:00:00,0,rate sensitives display mixed trend rbi hikes repo rate bps
270,"Cement shares rally on hopes of GST cut; UltraTech, Ambuja gain 3%",2023-02-08 00:00:00,1,cement shares rally hopes gst cut ultratech ambuja gain 
271,"Adani Enterprises, RBI policy takes Nifty above 17,850, Sensex leaps 378pts",2023-02-08 00:00:00,1,adani enterprises rbi policy takes nifty sensex leaps pts
272,"Stocks to Watch: Bharti Airtel, Hero Moto, Adani Green, Ambuja Cement, NDTV",2023-02-08 00:00:00,1,stocks watch bharti airtel hero moto adani green ambuja cement ndtv
273,3 more weeks to online bond platforms to register as stock brokers: Sebi,2023-02-07 00:00:00,0, weeks online bond platforms register stock brokers sebi
274,Sebi moots institutional mechanism for stock brokers to curb market abuse,2023-02-07 00:00:00,0,sebi moots institutional mechanism stock brokers curb market abuse
275,"Sebi to put onus of detecting price rigging, insider trading on brokers",2023-02-07 00:00:00,0,sebi onus detecting price rigging insider trading brokers
276,Emerging market currencies to gain on better economic outlook: Reuters poll,2023-02-07 00:00:00,1,emerging market currencies gain better economic outlook reuters poll
277,"Bank credit profiles not at much risk from Adani exposure, says Fitch",2023-02-07 00:00:00,1,bank credit profiles risk adani exposure says fitch
278,"5G driving revenue growth in the top 20 markets, early movers get benefit",2023-02-07 00:00:00,1, driving revenue growth markets early movers benefit
279,Demat additions in Jan hit six-month high to take total past 110 mn,2023-02-07 00:00:00,1,demat additions jan hit month high total past mn
280,"General insurer Go Digit's IPO plan delayed, Sebi returns issue papers",2023-02-07 00:00:00,-1,general insurer digit ipo plan delayed sebi returns issue papers
281,Coal import cannot be zero as thermal power projects designed for dry fuels,2023-02-07 00:00:00,0,coal import zero thermal power projects designed dry fuels
282,Stock exchanges up scrutiny of traders whose exposure exceeds income,2023-02-07 00:00:00,0,stock exchanges scrutiny traders exposure exceeds income
283,"Balaji Amines slips 6%, hits 52-week low on disappointing Q3 results",2023-02-07 00:00:00,-1,balaji amines slips hits week low disappointing results
284,Stock of this smallcap company has zoomed 58% in 6 days on strong Q3 result,2023-02-07 00:00:00,1,stock smallcap company zoomed days strong result
285,Stay selective on defensives amid current market volatility: Analysts,2023-02-07 00:00:00,0,stay selective defensives amid current market volatility analysts
286,CG Power hits new high on heavy volumes; stock surges 18% in one month,2023-02-07 00:00:00,1,cg power hits new high heavy volumes stock surges month
287,Varun Beverages rallies 7% on strong December quarter earnings,2023-02-07 00:00:00,1,varun beverages rallies strong december quarter earnings
288,Paytm hits over 3-mth high; surges 28% in 2 days on improved Q3 performance,2023-02-07 00:00:00,1,paytm hits mth high surges days improved performance
