Text,Date,Sentiment
"Stocks to Watch: Wipro, HUL, Lakshmi Vilas Bank, IRCTC, JSW Energy",2019-10-15 08:29:00,1
"Sensex, Nifty seen steady, domestic macro data may weigh on sentiment",2019-10-15 08:22:00,1
Yes Bank sells 6.56% stake in Fortis Healthcare for Rs645 crore,2019-10-14 20:51:00,1
"BSE to suspend trading in Manpasand Beverages, Binani Industries, 14 others",2019-10-14 18:27:00,0
"After stellar stock market debut, IRCTC shares continue to rise",2019-10-14 13:54:00,1
"Stocks in News: IRCTC, HUL, DLF, Infosys, DHFL",2019-10-14 11:19:00,1
Not just IRCTC. Five other IPOs that made stellar debut,2019-10-14 11:13:00,0
"IRCTC makes stellar debut, lists at 103% premium to issue price",2019-10-14 10:31:00,1
"Sensex, Nifty pare early gains but close marginally higher",2019-10-14 09:56:00,1
Indian rupee gains as appetite for emerging market assets improve,2019-10-14 09:25:00,1
Infosys shares slide despite in-line Q2 earnings,2019-10-14 09:18:00,1
IRCTC share prices surge 132% on stock market debut,2019-10-14 16:01:00,1
"Sensex, Nifty likely to be firm, shares of Infosys, D-Mart, HUL in focus",2019-10-14 08:24:00,1
"Stocks to watch: IRCTC, Infosys, Torrent Pharma, JSW Steel, DLF",2019-10-14 08:03:00,1
"Market Outlook: Inflation data, Q2 results may keep equities jittery",2019-10-13 13:30:00,0
"Eight of top-10 Indian firms add  ₹80,943 cr in m-cap, RIL takes pole position",2019-10-13 10:22:00,1
"S&P 500, Dow set to snap 3-week losing streak on US-China trade deal optimism",2019-10-12 01:20:00,2
"US stocks surge in early trading on China trade talk hopes, Dow rises 1.4%",2019-10-11 19:28:00,1
"Stocks in News: Bandhan Bank, Gruh Finance, Cipla, Tata Steel, TCS",2019-10-11 11:38:00,1
Bandhan Bank surges 20% after addition to MSCI Index,2019-10-11 10:35:00,1
TCS shares decline 3.8% as company misses Q2 earnings estimate,2019-10-11 10:20:00,1
"Sensex rises 247 points as IT, metal stocks rally",2019-10-11 17:09:00,1
Rupee trades higher on optimism about US-China trade talks,2019-10-11 09:36:00,1
TCS shares fall sharply after Q2 earnings miss estimates,2019-10-11 09:18:00,2
Indian stock market seen stable as Asian shares firm on US-China trade talks,2019-10-11 08:41:00,1
"Stocks to Watch: TCS, Indiabulls Housing, IndusInd Bank, Bharti Airtel, Lupin",2019-10-11 09:12:00,1
Sebi comes out with framework for issuance of depository receipts,2019-10-10 20:21:00,0
"Sensex resumes fall after one-day rally, IndusInd Bank shares slump",2019-10-10 15:47:00,2
DHFL shares hit lower circuit as Edelweiss moves High Court for recovery of dues,2019-10-10 13:46:00,2
"Reliance Jio’s plan to charge for voice calls lifts Vodafone, Bharti Airtel",2019-10-10 12:51:00,1
Indiabulls Housing Finance shares plunge after merger setback,2019-10-10 12:42:00,1
"Stocks in news: Vodafone Idea, Bharti Airtel, Indiabulls Housing, Yes Bank",2019-10-10 10:44:00,1
"Sensex, Nifty close lower after a one-day rally",2019-10-10 16:44:00,2
"Indian rupee stronger tracking gains in Asian peers, domestic equities",2019-10-10 09:24:00,1
"Indian markets may be wobbly, global stocks weak, TCS Q2 in focus",2019-10-10 08:31:00,1
"Stocks to watch: Indiabulls Housing, Lakshmi Vilas Bank, Bharti Airtel, RIL, TCS",2019-10-10 08:15:00,1
Investors aim to save emerging markets portfolios with green bonds,2019-10-10 01:15:00,0
"Sensex snaps six-day losing streak, rises 646 points as financial stocks surge",2019-10-09 23:44:00,1
Net inflow into equity MFs in Sep at a four-month low,2019-10-09 23:40:00,2
Gold ETFs post longest run in a decade as investors take cover,2019-10-09 20:19:00,1
"Sensex, Nifty snap six days of losses, end over 1% higher",2019-10-09 18:50:00,2
Top stock picks of brokerages as India Inc gets ready for Q2 earnings season,2019-10-09 17:23:00,1
Rupee may continue to remain weak on volatility in global markets: RBI report,2019-10-09 17:15:00,2
Earnings in India won't mark revival as slowdown hits demand,2019-10-09 16:04:00,1
"BSE, NSE closed on 21 October due to Maharashtra polls",2019-10-09 15:17:00,1
Aurobindo Pharma recovers 5% after company's clarification on USFDA observation,2019-10-09 13:33:00,1
"Stocks in news: Yes Bank, Titan, DHFL, Edelweiss Financial Services, HDIL",2019-10-09 12:05:00,1
Adani Green Energy surges; stock up over 67% in five weeks,2019-10-09 11:28:00,1
J Kumar Infraprojects jumps 20% on clean chit by Sebi,2019-10-09 10:48:00,1
"Sensex, Nifty pare early losses, rise 0.8% led by bank stocks",2019-10-09 12:37:00,2
"Rupee closes at 71.07 a dollar, down 0.07%, from Monday",2019-10-09 18:00:00,2
"Sensex rebounds 645 points, Nifty Bank index surges over 1,000 points",2019-10-09 15:57:00,1
"Stocks to watch: Aurobindo Pharma, DHFL, Zee, Minda Industries, BPCL",2019-10-09 09:00:00,1
"Indian stocks to make a comeback as banking crisis passes, says AMP",2019-10-09 08:59:00,1
Indian stocks may drag on weak global cues as US-China trade war weighs,2019-10-09 08:35:00,2
CDSL freezes DHFL's promoter holding for delay in announcing Q1 results,2019-10-07 21:28:00,2
"IREDA, Shyam Steel get Sebi nod for IPO",2019-10-07 20:04:00,1
"Foreign investors keen on REITs, InvITs: Sebi",2019-10-07 19:05:00,0
"NBFC stocks tumble, DHFL drops nearly 8%",2019-10-07 18:07:00,2
"Investors lose  ₹6 lakh crore in 6 days as Sensex falls 1,450 points",2019-10-07 18:03:00,2
"Nifty, Sensex mark worst losing streak since July; Yes Bank rallies 8%",2019-10-07 17:40:00,2
"Regulatory concerns drag Glenmark, Aurobindo Pharma, Lupin shares to 52-week low",2019-10-07 16:22:00,2
"A stock bull expects Nifty at 12,300 by June but NBFC crisis tests his faith",2019-10-07 15:05:00,1
Glenmark shares hit 52-week low on USFDA warning letter,2019-10-07 13:07:00,2
"Monday blues hit pharma stocks, most down in early trade",2019-10-07 12:02:00,2
Ashok Leyland stock tanks as co plans to suspend production for up to 15 days,2019-10-07 11:53:00,1
Zee Entertainment slumps 13% to hit over 6-year low,2019-10-07 10:12:00,2
"Sensex, Nifty tick lower led by auto, bank stocks",2019-10-07 09:48:00,2
"Sensex extends losses to sixth day, Yes Bank gains",2019-10-07 15:49:00,1
Rupee tops 71 per dollar as fresh doubts emerge over US-China trade talks,2019-10-07 17:56:00,1
"Stocks to watch: TCS, Yes Bank, Zee Entertainment, pharma companies, BPCL",2019-10-07 08:42:00,1
NBFC crisis in India is making it hard to cut bond losses,2019-10-07 08:38:00,2
"Indian equities seen volatile, shares of Yes Bank, Zee in focus",2019-10-07 08:04:00,1
IPOs trade above issue prices in 2019; 8 out of 11 new stocks give good returns,2019-10-06 11:48:00,0
"FPIs pull out  ₹3,000 crore from equities in 3 trading sessions of October",2019-10-06 10:57:00,0
"Seven of top 10 firms lose over  ₹1 trillion in m-cap, HDFC Bank worst hit",2019-10-06 10:30:00,2
"Indian markets may witness range-bound trade, all eyes on TCS, Infosys earnings",2019-10-06 10:13:00,1
10 PPF rules you may not be aware of,2019-10-06 08:46:00,1
"S&P 500, Dow track best day in a month as job report gives some solace",2019-10-05 00:36:00,1
"1,300 points in 5 days: Sensex suffers big fall, investors lose  ₹5 lakh crore",2019-10-04 17:35:00,2
Markets fall more than 1% on growth concerns,2019-10-04 22:57:00,2
Govt's 10-year bond yields pare losses post RBI interest rate cut,2019-10-04 14:08:00,0
Sensex opens marginally higher ahead of RBI policy review,2019-10-04 10:10:00,0
"Sensex slumps over 400 points despite RBI rate cut, extends losses to 5th day",2019-10-04 15:59:00,2
Rupee opens marginally higher ahead of key RBI policy,2019-10-04 09:16:00,0
"Stocks to watch: Yes Bank, HDIL, BPCL, Tata Motors, Vedanta, Zee Entertainment",2019-10-04 08:44:00,1
"Indian markets focus on RBI monetary policy, Asian stock slightly up",2019-10-04 08:31:00,1
"London stocks slip on global woes, UK recession fears",2019-10-03 19:41:00,2
"NSE to delist 9 companies, including Lanco Infratech, Moser-Baer, from Oct 17",2019-10-03 17:51:00,1
"Stocks in News: IndusInd Bank, Yes Bank, Vedanta, Zee Entertainment, BPCL",2019-10-03 14:27:00,1
Government 10-year bond yield hits 1-month low; RBI likely to cut rates Friday,2019-10-03 13:39:00,0
"Yes Bank allays investor concerns, says have 'enough liquidity'; stock jumps",2019-10-03 12:18:00,1
"Sensex, Nifty close lower for fourth straight session",2019-10-03 17:42:00,2
"Rupee closes at 70.90 a dollar, up 0.26% from Tuesday",2019-10-03 17:46:00,2
"Sensex falls for fourth day in a row, Yes Bank surges 34%",2019-10-03 15:50:00,2
"Stocks to watch: Yes Bank, DHFL, Indigo, Indiabulls, Zee Entertainment, M&M",2019-10-03 09:08:00,1
Indian equities seen under pressure as Asian peers fall,2019-10-03 08:26:00,2
NBFC crisis may return to haunt Indian stock markets,2019-10-03 08:20:00,1
Global stocks fall to lowest in month amid US growth worries,2019-10-03 07:39:00,2
The world’s most-used Cryptocurrency isn’t Bitcoin,2019-10-02 09:30:00,1
Markets feel the chill as investors dump lenders,2019-10-01 23:48:00,0
Yes Bank staff dump shares amid bank’s bid to allay concerns over capital,2019-10-02 08:52:00,1
High-yield stocks may be winners of India’s surprise tax boost,2019-10-01 16:20:00,1
ADAG stocks in red; exception RPower surges by 18% in today’s trade,2019-10-01 16:15:00,1
Bajaj Finance overtakes SBI in market cap,2019-10-01 15:30:00,1
"Governance issues, NPAs hit pvt sector banks; IndusInd, Yes Bank down 10-25%",2019-10-01 14:53:00,2
"Sensex falls for third day in a row, Yes Bank shares slump 22%",2019-10-01 16:11:00,2
Rakesh Jhunjhunwala's wife buys 19.65 lakh shares of Tata Communications,2019-10-01 13:04:00,1
"Stocks in news: BPCL, Bharti Airtel, HDIL, Yes Bank, Indiabulls Housing",2019-10-01 11:50:00,1
PSU stocks trade higher on govt's sale approval in four public sector firms,2019-10-01 10:14:00,1
"Sensex, Nifty pare some losses but close 1% lower",2019-10-01 16:05:00,2
Bond yields fall as government keeps borrowing plan unchanged,2019-10-01 09:38:00,2
BlackRock Inc plans to add Indian bonds after selloff,2019-10-01 09:26:00,2
"Sensex rises over 200 points, BPCL surges 7%",2019-10-01 09:20:00,1
"Sensex, Nifty to take cues from macro data; Bharti Airtel shares in focus",2019-10-01 08:22:00,1
FII inflows in September surge to 4-month high of $1.04 billion,2019-09-30 23:16:00,1
WeWork puts ‘official pause’ on IPO to focus on core business,2019-09-30 20:54:00,1
Montecarlo files IPO papers with Sebi,2019-09-30 19:15:00,0
"Sebi relaxes buyback rules for listed companies with housing finance, NBFC arms",2019-09-30 15:49:00,0
IRCTC IPO subscribed 0.33 times so far on Monday,2019-09-30 14:27:00,1
What's behind the curious fall in renewable energy generation,2019-09-30 13:41:00,2
Rupee falls after rising to 2-month high against US dollar: 5 things to know,2019-09-30 17:22:00,2
Yes Bank shares tank nearly 14% despite RBI's nod to raise capital,2019-09-30 13:07:00,1
"Indiabulls Housing, group companies tank following probe order",2019-09-30 12:14:00,0
Lakshmi Vilas Bank hits lower circuit as it comes under PCA framework,2019-09-30 11:34:00,2
"HDIL shares plunge nearly 5%, hits lower circuit",2019-09-30 10:36:00,2
Sensex ends lower on fall in banking stocks,2019-09-30 16:33:00,2
"Sensex falls over 150 points; Yes Bank, RBL Bank shares plunge",2019-09-30 15:38:00,2
Rupee retreats 31 paise to 70.87 against US dollars,2019-09-30 19:47:00,2
"Stock Market Update: BPCL, Adani Group, DHFL stocks likely to be limelight today",2019-09-30 08:32:00,1
"Indian stock markets may be marginally lower, Asian shares cautious",2019-09-30 08:09:00,2
Government is listening to the market: Samir Arora,2019-09-30 08:00:00,0
"RBI rate decision, macro data to steer markets in holiday-shortened week",2019-09-29 12:53:00,0
Sebi to hire agency to fix security holes in IT infra,2019-09-29 23:13:00,0
"Foreign investors pour in  ₹7,714 crore into capital markets in September",2019-09-29 11:31:00,0
"Six of top-10 firms add  ₹1.26 trillion in m-cap; RIL, HDFC Bank tops list",2019-09-29 11:00:00,1
Venezuela has Bitcoin stash and doesn’t know what to do with it,2019-09-28 06:15:00,1
"Sensex, Nifty closes lower tracking global cues; Vedanta, Yes Bank top loser",2019-09-07 16:02:00,2
Indiabulls Group companies fall as court agrees to hear petition,2019-09-07 15:31:00,2
"Strides Pharma shares hit 52-week low, down over 8% on Ranitidine suspension",2019-09-07 13:04:00,2
"Lakshmi Vilas Bank shares slip 5%, lender says FIR 'desperate'",2019-09-07 17:41:00,2
"Sensex, Nifty end with losses; markets likely to be volatile ahead",2019-09-07 16:25:00,2
"Sensex, Nifty trades flat on global cues",2019-09-07 09:46:00,1
"Indian rupee little changed, Asian peers mixed",2019-09-07 09:28:00,1
"Stock market update: Yes Bank, Lakshmi Vilas Bank, Tata Motors to be in focus",2019-09-07 08:42:00,1
"Indian equities may be volatile, Yes Bank in focus",2019-09-07 08:33:00,1
"Bitcoin falls below $8,000 for first time since June",2019-09-07 00:54:00,2
Equities surge over 1% on hopes of more govt reforms,2019-09-06 23:02:00,1
US stocks pare losses after Chinese foreign minister comment,2019-09-07 01:39:00,2
"Muthoot Finance to raise  ₹1,000 crore through NCDs",2019-09-06 16:57:00,1
"BPCL, Container Corp, Shipping Corp extend gains on govt stake sale plan",2019-09-06 14:17:00,1
"CG Power stock hits six-week high, up 85% in last one month",2019-09-06 10:44:00,1
Sensex closes 1% higher on hope of more government reforms,2019-09-06 16:11:00,1
"Sensex rises nearly 400 points; banking, metal stocks lead gains",2019-09-06 15:39:00,1
"Rupee closes higher, buoyed by strong domestic equities",2019-09-06 18:25:00,1
Stock markets likely to be volatile ahead of F&O expiry; Asian shares firm,2019-09-06 08:53:00,1
Listed companies asked to promptly disclose all details on default,2019-09-05 19:47:00,1
"Support of Indian Railways crucial, says IRCTC in IPO prospectus",2019-09-05 19:35:00,1
Saudi Aramco is set to formally announce listing plan next month,2019-09-05 16:27:00,1
Morepen Lab stock crashes 20% to hit lower circuit after Sebi ban,2019-09-05 13:30:00,2
Stocks shed 1% in tandem with weak global markets amid US political uncertainty,2019-09-05 23:09:00,2
"Manappuram Finance, AU Small Fin Bank added to BNP's 'quality list' of stocks",2019-09-05 12:27:00,1
IDBI Bank gains 38% in last four sessions,2019-09-05 12:21:00,1
IndiaMart InterMesh gains 100% in last one month,2019-09-05 11:34:00,1
"Bank stocks weak on asset quality concerns, SBI falls over 4%",2019-09-05 11:27:00,2
Kaveri Seed shares jump 4% on buyback approval,2019-09-05 10:21:00,1
"Equities fall 1% on decline in banking, auto stocks",2019-09-05 16:26:00,2
"Sensex falls over 500 points, SBI shares slump 8%",2019-09-05 15:42:00,2
"Rupee closes flat amid political uncertainty in US, weak domestic equities",2019-09-05 18:08:00,2
"Stock markets may be wobbly, Asian shares down",2019-09-05 08:13:00,2
"Stock market update: JSW Steel, Punjab Sind bank, Kaveri Seed in focus today",2019-09-05 08:05:00,1
IRCTC plans to launch IPO on 30 September as markets rebound,2019-09-04 20:34:00,1
RIL shares gain 4.8% to six-week high,2019-09-04 11:37:00,1
"Share market update: RIL, Zee, Thomas Cook, Maruti, Aurobindo Pharma in focus",2019-09-04 10:54:00,1
Thomas Cook India shares fall 7.2% despite clarification,2019-09-04 12:44:00,2
"Gold prices rise sharply today, silver follows suit",2019-09-04 17:10:00,1
Stock markets end flat amid choppy trade,2019-09-04 16:59:00,2
"RIL, Infosys help Sensex extend gains to third day",2019-09-04 15:40:00,1
"Rupee closes marginally lower against US dollar, govt bond yields end higher",2019-09-04 17:23:00,2
"Equity markets may continue to rally, RIL and Zee shares in focus",2019-09-04 08:18:00,1
Corporate tax cuts hand market reins to bulls,2019-09-03 23:48:00,2
In just 2 days: Investors richer by  ₹10 lakh crore as Sensex jumps 3000 points,2019-09-03 17:34:00,1
"Kotak Mahindra Mutual Fund bets on rebound in midcap, smallcap stocks",2019-09-03 11:47:00,1
"Brokerages raise Sensex targets, earnings estimates of India Inc after tax cuts",2019-09-03 11:14:00,1
Shares of IT companies fall as investors book profits,2019-09-03 10:51:00,2
ITC shares up 9% as no cess on cigarettes was increased,2019-09-03 10:20:00,1
Indian equities extend gains as brokerages upgrade views on domestic stocks,2019-09-03 16:41:00,1
Rupee closes flat on Monday,2019-09-03 17:47:00,1
"Sensex surges over 1,000 points, regains 39,000: 10 things to know",2019-09-03 15:43:00,1
"Indian equities may extend rally, Asia stocks firm on Sino-US trade talks",2019-09-03 08:30:00,0
Hong Kong bourse said to rope in UBS as it courts LSE investors,2019-09-02 23:25:00,0
"FPIs withdraw  ₹4,193 crore from capital markets in Sept so far",2019-09-02 17:07:00,1
Six of top 10 Indian firms add  ₹1.15 trillion in m-cap,2019-09-02 10:33:00,1
